Timestamp,Volume Flow (m^3/h)
2024-04-01 02:38:00,254.15

2024-04-01 02:39:00,267.3

2024-04-01 02:40:00,282.84

2024-04-01 02:41:00,167.69

2024-04-01 02:42:00,314.62

2024-04-01 02:43:00,200.64

2024-04-01 02:44:00,308.83

2024-04-01 02:45:00,226.11

2024-04-01 02:46:00,338.91

2024-04-01 02:47:00,350.96

2024-04-01 02:48:00,192.62

2024-04-01 02:49:00,154.87

2024-04-01 02:50:00,217.23

2024-04-01 02:51:00,376.44

2024-04-01 02:52:00,301.84

2024-04-01 02:53:00,226.97

2024-04-01 02:54:00,294.55

2024-04-01 02:55:00,250.72

2024-04-01 02:56:00,125.09

2024-04-01 02:57:00,101.91

2024-04-01 02:58:00,203.64

2024-04-01 02:59:00,250.7

2024-04-01 03:00:00,249.09

2024-04-01 03:01:00,371.44

2024-04-01 03:02:00,260.26

2024-04-01 03:03:00,198.93

2024-04-01 03:04:00,349.84

2024-04-01 03:05:00,188.01

2024-04-01 03:06:00,205.78

2024-04-01 03:07:00,333.28

2024-04-01 03:08:00,327.9

2024-04-01 03:09:00,320.27

2024-04-01 03:10:00,107.49

2024-04-01 03:11:00,175.69

2024-04-01 03:12:00,351.49

2024-04-01 03:13:00,198.56

2024-04-01 03:14:00,298.2

2024-04-01 03:15:00,145.26

2024-04-01 03:16:00,316.03

2024-04-01 03:17:00,376.22

2024-04-01 03:18:00,299.56

2024-04-01 03:19:00,337.07

2024-04-01 03:20:00,329.27

2024-04-01 03:21:00,354.81

2024-04-01 03:22:00,187.58

2024-04-01 03:23:00,364.29

2024-04-01 03:24:00,296.55

2024-04-01 03:25:00,153.57

2024-04-01 03:26:00,125.42

2024-04-01 03:27:00,122.77

2024-04-01 03:28:00,140.25

2024-04-01 03:29:00,208.69

2024-04-01 03:30:00,239.62

2024-04-01 03:31:00,375.2

2024-04-01 03:32:00,245.34

2024-04-01 03:33:00,328.37

2024-04-01 03:34:00,328.73

2024-04-01 03:35:00,172.15

2024-04-01 03:36:00,268.86

2024-04-01 03:37:00,169.36

2024-04-01 03:38:00,200.15

2024-04-01 03:39:00,203.88

2024-04-01 03:40:00,397.45

2024-04-01 03:41:00,289.44

2024-04-01 03:42:00,348.1

2024-04-01 03:43:00,140.12

2024-04-01 03:44:00,348.58

2024-04-01 03:45:00,128.9

2024-04-01 03:46:00,195.79

2024-04-01 03:47:00,108.07

2024-04-01 03:48:00,355.49

2024-04-01 03:49:00,111.39

2024-04-01 03:50:00,228.77

2024-04-01 03:51:00,362.52

2024-04-01 03:52:00,315.05

2024-04-01 03:53:00,341.59

2024-04-01 03:54:00,390.14

2024-04-01 03:55:00,122.03

2024-04-01 03:56:00,298.99

2024-04-01 03:57:00,352.96

2024-04-01 03:58:00,326.54

2024-04-01 03:59:00,380.85

2024-04-01 04:00:00,333.95

2024-04-01 04:01:00,109.29

2024-04-01 04:02:00,109.25

2024-04-01 04:03:00,271.56

2024-04-01 04:04:00,109.36

2024-04-01 04:05:00,101.39

2024-04-01 04:06:00,202.51

2024-04-01 04:07:00,237.76

2024-04-01 04:08:00,250.73

2024-04-01 04:09:00,315.09

2024-04-01 04:10:00,324.4

2024-04-01 04:11:00,323.3

2024-04-01 04:12:00,222.34

2024-04-01 04:13:00,178.36

2024-04-01 04:14:00,110.54

2024-04-01 04:15:00,315.72

2024-04-01 04:16:00,170.83

2024-04-01 04:17:00,208.75

2024-04-01 04:18:00,174.4

2024-04-01 04:19:00,105.83

2024-04-01 04:20:00,138.47

2024-04-01 04:21:00,311.42

2024-04-01 04:22:00,240.61

2024-04-01 04:23:00,328.78

2024-04-01 04:24:00,226.92

2024-04-01 04:25:00,274.69

2024-04-01 04:26:00,321.57

2024-04-01 04:27:00,147.43

2024-04-01 04:28:00,180.67

2024-04-01 04:29:00,298.52

2024-04-01 04:30:00,193.54

2024-04-01 04:31:00,270.76

2024-04-01 04:32:00,288.61

2024-04-01 04:33:00,194.4

2024-04-01 04:34:00,340.21

2024-04-01 04:35:00,192.2

2024-04-01 04:36:00,283.36

2024-04-01 04:37:00,103.7

2024-04-01 04:38:00,241.75

2024-04-01 04:39:00,279.57

2024-04-01 04:40:00,286.87

2024-04-01 04:41:00,342.37

2024-04-01 04:42:00,159.03

2024-04-01 04:43:00,211.1

2024-04-01 04:44:00,371.01

2024-04-01 04:45:00,218.02

2024-04-01 04:46:00,151.3

2024-04-01 04:47:00,299.45

2024-04-01 04:48:00,218.17

2024-04-01 04:49:00,353.78

2024-04-01 04:50:00,151.19

2024-04-01 04:51:00,282.64

2024-04-01 04:52:00,278.56

2024-04-01 04:53:00,287.47

2024-04-01 04:54:00,330.71

2024-04-01 04:55:00,371.54

2024-04-01 04:56:00,302.72

2024-04-01 04:57:00,120.04

2024-04-01 04:58:00,321.52

2024-04-01 04:59:00,303.76

2024-04-01 05:00:00,167.99

2024-04-01 05:01:00,202.6

2024-04-01 05:02:00,300.44

2024-04-01 05:03:00,321.69

2024-04-01 05:04:00,172.59

2024-04-01 05:05:00,182.14

2024-04-01 05:06:00,243.66

2024-04-01 05:07:00,291.63

2024-04-01 05:08:00,298.18

2024-04-01 05:09:00,291.77

2024-04-01 05:10:00,244.14

2024-04-01 05:11:00,202.93

2024-04-01 05:12:00,146.4

2024-04-01 05:13:00,284.69

2024-04-01 05:14:00,151.46

2024-04-01 05:15:00,166.29

2024-04-01 05:16:00,128.78

2024-04-01 05:17:00,377.92

2024-04-01 05:18:00,362.36

2024-04-01 05:19:00,368.74

2024-04-01 05:20:00,397.05

2024-04-01 05:21:00,355.9

2024-04-01 05:22:00,364.25

2024-04-01 05:23:00,344.08

2024-04-01 05:24:00,152.51

2024-04-01 05:25:00,312.35

2024-04-01 05:26:00,207.28

2024-04-01 05:27:00,183.35

2024-04-01 05:28:00,101.85

2024-04-01 05:29:00,399.2

2024-04-01 05:30:00,288.21

2024-04-01 05:31:00,337.73

2024-04-01 05:32:00,245.06

2024-04-01 05:33:00,272.3

2024-04-01 05:34:00,215.39

2024-04-01 05:35:00,193.49

2024-04-01 05:36:00,361.34

2024-04-01 05:37:00,161.09

2024-04-01 05:38:00,376.78

2024-04-01 05:39:00,182.13

2024-04-01 05:40:00,280.82

2024-04-01 05:41:00,236.01

2024-04-01 05:42:00,368.28

2024-04-01 05:43:00,112.23

2024-04-01 05:44:00,394.03

2024-04-01 05:45:00,139.32

2024-04-01 05:46:00,193.95

2024-04-01 05:47:00,196.13

2024-04-01 05:48:00,376.94

2024-04-01 05:49:00,136.55

2024-04-01 05:50:00,361.08

2024-04-01 05:51:00,228.55

2024-04-01 05:52:00,380.92

2024-04-01 05:53:00,106.37

2024-04-01 05:54:00,256.25

2024-04-01 05:55:00,256.91

2024-04-01 05:56:00,344.42

2024-04-01 05:57:00,351.19

2024-04-01 05:58:00,352.01

2024-04-01 05:59:00,166.59

2024-04-01 06:00:00,340.63

2024-04-01 06:01:00,351.46

2024-04-01 06:02:00,300.11

2024-04-01 06:03:00,204.08

2024-04-01 06:04:00,308.18

2024-04-01 06:05:00,281.01

2024-04-01 06:06:00,170.53

2024-04-01 06:07:00,333.67

2024-04-01 06:08:00,163.32

2024-04-01 06:09:00,361.91

2024-04-01 06:10:00,246.01

2024-04-01 06:11:00,182.38

2024-04-01 06:12:00,190.38

2024-04-01 06:13:00,230.21

2024-04-01 06:14:00,122.76

2024-04-01 06:15:00,141.49

2024-04-01 06:16:00,193.7

2024-04-01 06:17:00,240.42

2024-04-01 06:18:00,193.19

2024-04-01 06:19:00,249.28

2024-04-01 06:20:00,209.88

2024-04-01 06:21:00,124.58

2024-04-01 06:22:00,263.77

2024-04-01 06:23:00,145.04

2024-04-01 06:24:00,363.52

2024-04-01 06:25:00,102.24

2024-04-01 06:26:00,272.16

2024-04-01 06:27:00,290.06

2024-04-01 06:28:00,146.06

2024-04-01 06:29:00,163.7

2024-04-01 06:30:00,173.94

2024-04-01 06:31:00,354.69

2024-04-01 06:32:00,370.14

2024-04-01 06:33:00,257.37

2024-04-01 06:34:00,160.16

2024-04-01 06:35:00,176.02

2024-04-01 06:36:00,218.0

2024-04-01 06:37:00,206.27

2024-04-01 06:38:00,216.41

2024-04-01 06:39:00,386.13

2024-04-01 06:40:00,386.17

2024-04-01 06:41:00,328.65

2024-04-01 06:42:00,261.82

2024-04-01 06:43:00,298.02

2024-04-01 06:44:00,221.18

2024-04-01 06:45:00,373.35

2024-04-01 06:46:00,310.67

2024-04-01 06:47:00,134.92

2024-04-01 06:48:00,299.96

2024-04-01 06:49:00,250.22

2024-04-01 06:50:00,380.26

2024-04-01 06:51:00,167.23

2024-04-01 06:52:00,348.28

2024-04-01 06:53:00,228.86

2024-04-01 06:54:00,334.28

2024-04-01 06:55:00,289.64

2024-04-01 06:56:00,298.63

2024-04-01 06:57:00,385.13

2024-04-01 06:58:00,379.03

2024-04-01 06:59:00,370.57

2024-04-01 07:00:00,105.87

2024-04-01 07:01:00,390.07

2024-04-01 07:02:00,213.65

2024-04-01 07:03:00,181.41

2024-04-01 07:04:00,249.78

2024-04-01 07:05:00,371.44

2024-04-01 07:06:00,116.32

2024-04-01 07:07:00,297.05

2024-04-01 07:08:00,103.03

2024-04-01 07:09:00,258.05

2024-04-01 07:10:00,212.18

2024-04-01 07:11:00,335.19

2024-04-01 07:12:00,327.67

2024-04-01 07:13:00,314.76

2024-04-01 07:14:00,238.33

2024-04-01 07:15:00,173.5

2024-04-01 07:16:00,235.77

2024-04-01 07:17:00,383.31

2024-04-01 07:18:00,392.42

2024-04-01 07:19:00,283.76

2024-04-01 07:20:00,171.63

2024-04-01 07:21:00,362.93

2024-04-01 07:22:00,355.14

2024-04-01 07:23:00,346.87

2024-04-01 07:24:00,144.44

2024-04-01 07:25:00,117.9

2024-04-01 07:26:00,266.03

2024-04-01 07:27:00,160.06

2024-04-01 07:28:00,212.29

2024-04-01 07:29:00,120.49

2024-04-01 07:30:00,233.28

2024-04-01 07:31:00,345.75

2024-04-01 07:32:00,271.95

2024-04-01 07:33:00,208.57

2024-04-01 07:34:00,303.77

2024-04-01 07:35:00,356.7

2024-04-01 07:36:00,145.74

2024-04-01 07:37:00,305.91

2024-04-01 07:38:00,195.24

2024-04-01 07:39:00,154.45

2024-04-01 07:40:00,206.05

2024-04-01 07:41:00,283.97

2024-04-01 07:42:00,278.01

2024-04-01 07:43:00,258.58

2024-04-01 07:44:00,283.38

2024-04-01 07:45:00,165.98

2024-04-01 07:46:00,398.37

2024-04-01 07:47:00,235.25

2024-04-01 07:48:00,245.51

2024-04-01 07:49:00,348.65

2024-04-01 07:50:00,368.42

2024-04-01 07:51:00,177.1

2024-04-01 07:52:00,396.81

2024-04-01 07:53:00,284.81

2024-04-01 07:54:00,125.35

2024-04-01 07:55:00,250.02

2024-04-01 07:56:00,229.23

2024-04-01 07:57:00,396.49

2024-04-01 07:58:00,192.95

2024-04-01 07:59:00,260.6

2024-04-01 08:00:00,107.86

2024-04-01 08:01:00,171.63

2024-04-01 08:02:00,389.3

2024-04-01 08:03:00,139.5

2024-04-01 08:04:00,328.98

2024-04-01 08:05:00,317.3

2024-04-01 08:06:00,203.2

2024-04-01 08:07:00,315.51

2024-04-01 08:08:00,169.51

2024-04-01 08:09:00,240.98

2024-04-01 08:10:00,350.7

2024-04-01 08:11:00,347.41

2024-04-01 08:12:00,305.08

2024-04-01 08:13:00,387.79

2024-04-01 08:14:00,321.87

2024-04-01 08:15:00,239.57

2024-04-01 08:16:00,384.77

2024-04-01 08:17:00,253.69

2024-04-01 08:18:00,267.13

2024-04-01 08:19:00,302.35

2024-04-01 08:20:00,186.04

2024-04-01 08:21:00,313.93

2024-04-01 08:22:00,196.15

2024-04-01 08:23:00,236.33

2024-04-01 08:24:00,367.87

2024-04-01 08:25:00,280.0

2024-04-01 08:26:00,208.07

2024-04-01 08:27:00,183.99

2024-04-01 08:28:00,172.0

2024-04-01 08:29:00,212.42

2024-04-01 08:30:00,312.12

2024-04-01 08:31:00,201.24

2024-04-01 08:32:00,213.71

2024-04-01 08:33:00,111.69

2024-04-01 08:34:00,360.74

2024-04-01 08:35:00,241.0

2024-04-01 08:36:00,321.61

2024-04-01 08:37:00,304.94

2024-04-01 08:38:00,228.47

2024-04-01 08:39:00,387.4

2024-04-01 08:40:00,275.42

2024-04-01 08:41:00,176.17

2024-04-01 08:42:00,170.21

2024-04-01 08:43:00,220.45

2024-04-01 08:44:00,303.89

2024-04-01 08:45:00,341.79

2024-04-01 08:46:00,168.09

2024-04-01 08:47:00,131.33

2024-04-01 08:48:00,124.13

2024-04-01 08:49:00,206.04

2024-04-01 08:50:00,371.88

2024-04-01 08:51:00,274.69

2024-04-01 08:52:00,119.49

2024-04-01 08:53:00,333.88

2024-04-01 08:54:00,286.54

2024-04-01 08:55:00,171.27

2024-04-01 08:56:00,162.25

2024-04-01 08:57:00,170.71

2024-04-01 08:58:00,128.93

2024-04-01 08:59:00,322.05

2024-04-01 09:00:00,398.62

2024-04-01 09:01:00,241.07

2024-04-01 09:02:00,362.35

2024-04-01 09:03:00,268.01

2024-04-01 09:04:00,298.41

2024-04-01 09:05:00,234.61

2024-04-01 09:06:00,272.46

2024-04-01 09:07:00,378.45

2024-04-01 09:08:00,309.84

2024-04-01 09:09:00,134.41

2024-04-01 09:10:00,194.57

2024-04-01 09:11:00,195.77

2024-04-01 09:12:00,360.92

2024-04-01 09:13:00,242.89

2024-04-01 09:14:00,203.41

2024-04-01 09:15:00,155.26

2024-04-01 09:16:00,344.85

2024-04-01 09:17:00,317.04

2024-04-01 09:18:00,385.67

2024-04-01 09:19:00,318.1

2024-04-01 09:20:00,309.4

2024-04-01 09:21:00,200.92

2024-04-01 09:22:00,133.28

2024-04-01 09:23:00,243.19

2024-04-01 09:24:00,188.92

2024-04-01 09:25:00,209.83

2024-04-01 09:26:00,298.18

2024-04-01 09:27:00,373.26

2024-04-01 09:28:00,355.15

2024-04-01 09:29:00,211.62

2024-04-01 09:30:00,392.42

2024-04-01 09:31:00,238.9

2024-04-01 09:32:00,205.23

2024-04-01 09:33:00,138.9

2024-04-01 09:34:00,396.58

2024-04-01 09:35:00,173.59

2024-04-01 09:36:00,282.12

2024-04-01 09:37:00,346.59

2024-04-01 09:38:00,273.42

2024-04-01 09:39:00,249.36

2024-04-01 09:40:00,351.34

2024-04-01 09:41:00,279.28

2024-04-01 09:42:00,382.25

2024-04-01 09:43:00,146.93

2024-04-01 09:44:00,234.97

2024-04-01 09:45:00,257.94

2024-04-01 09:46:00,382.96

2024-04-01 09:47:00,206.55

2024-04-01 09:48:00,269.15

2024-04-01 09:49:00,212.21

2024-04-01 09:50:00,212.57

2024-04-01 09:51:00,224.16

2024-04-01 09:52:00,129.93

2024-04-01 09:53:00,162.15

2024-04-01 09:54:00,245.86

2024-04-01 09:55:00,220.47

2024-04-01 09:56:00,257.14

2024-04-01 09:57:00,367.18

2024-04-01 09:58:00,108.68

2024-04-01 09:59:00,268.67

2024-04-01 10:00:00,329.24

2024-04-01 10:01:00,146.7

2024-04-01 10:02:00,172.31

2024-04-01 10:03:00,125.32

2024-04-01 10:04:00,310.04

2024-04-01 10:05:00,178.97

2024-04-01 10:06:00,169.05

2024-04-01 10:07:00,146.78

2024-04-01 10:08:00,127.27

2024-04-01 10:09:00,376.13

2024-04-01 10:10:00,387.69

2024-04-01 10:11:00,384.74

2024-04-01 10:12:00,300.43

2024-04-01 10:13:00,126.48

2024-04-01 10:14:00,182.68

2024-04-01 10:15:00,162.28

2024-04-01 10:16:00,388.27

2024-04-01 10:17:00,393.02

2024-04-01 10:18:00,243.77

2024-04-01 10:19:00,396.15

2024-04-01 10:20:00,165.02

2024-04-01 10:21:00,213.74

2024-04-01 10:22:00,333.22

2024-04-01 10:23:00,153.02

2024-04-01 10:24:00,394.77

2024-04-01 10:25:00,241.88

2024-04-01 10:26:00,328.03

2024-04-01 10:27:00,350.3

2024-04-01 10:28:00,175.66

2024-04-01 10:29:00,128.56

2024-04-01 10:30:00,277.47

2024-04-01 10:31:00,361.7

2024-04-01 10:32:00,134.57

2024-04-01 10:33:00,116.77

2024-04-01 10:34:00,332.54

2024-04-01 10:35:00,206.48

2024-04-01 10:36:00,207.95

2024-04-01 10:37:00,333.24

2024-04-01 10:38:00,363.09

2024-04-01 10:39:00,398.22

2024-04-01 10:40:00,256.71

2024-04-01 10:41:00,108.44

2024-04-01 10:42:00,247.22

2024-04-01 10:43:00,283.7

2024-04-01 10:44:00,230.16

2024-04-01 10:45:00,182.3

2024-04-01 10:46:00,371.01

2024-04-01 10:47:00,278.3

2024-04-01 10:48:00,386.66

2024-04-01 10:49:00,327.27

2024-04-01 10:50:00,252.13

2024-04-01 10:51:00,193.47

2024-04-01 10:52:00,155.26

2024-04-01 10:53:00,349.72

2024-04-01 10:54:00,119.26

2024-04-01 10:55:00,266.85

2024-04-01 10:56:00,205.06

2024-04-01 10:57:00,289.5

2024-04-01 10:58:00,240.56

2024-04-01 10:59:00,216.22

2024-04-01 11:00:00,377.36

2024-04-01 11:01:00,184.96

2024-04-01 11:02:00,286.72

2024-04-01 11:03:00,323.28

2024-04-01 11:04:00,255.58

2024-04-01 11:05:00,370.46

2024-04-01 11:06:00,100.93

2024-04-01 11:07:00,307.86

2024-04-01 11:08:00,353.44

2024-04-01 11:09:00,192.12

2024-04-01 11:10:00,308.17

2024-04-01 11:11:00,125.91

2024-04-01 11:12:00,166.01

2024-04-01 11:13:00,386.33

2024-04-01 11:14:00,359.09

2024-04-01 11:15:00,388.74

2024-04-01 11:16:00,349.02

2024-04-01 11:17:00,228.77

2024-04-01 11:18:00,296.39

2024-04-01 11:19:00,281.84

2024-04-01 11:20:00,323.95

2024-04-01 11:21:00,152.08

2024-04-01 11:22:00,327.31

2024-04-01 11:23:00,246.86

2024-04-01 11:24:00,284.64

2024-04-01 11:25:00,190.51

2024-04-01 11:26:00,148.26

2024-04-01 11:27:00,134.1

2024-04-01 11:28:00,374.7

2024-04-01 11:29:00,384.82

2024-04-01 11:30:00,389.6

2024-04-01 11:31:00,181.59

2024-04-01 11:32:00,373.84

2024-04-01 11:33:00,182.67

2024-04-01 11:34:00,114.53

2024-04-01 11:35:00,257.75

2024-04-01 11:36:00,152.76

2024-04-01 11:37:00,216.19

2024-04-01 11:38:00,366.13

2024-04-01 11:39:00,376.92

2024-04-01 11:40:00,310.11

2024-04-01 11:41:00,223.11

2024-04-01 11:42:00,115.03

2024-04-01 11:43:00,246.76

2024-04-01 11:44:00,209.02

2024-04-01 11:45:00,101.93

2024-04-01 11:46:00,137.19

2024-04-01 11:47:00,104.68

2024-04-01 11:48:00,171.23

2024-04-01 11:49:00,329.8

2024-04-01 11:50:00,136.73

2024-04-01 11:51:00,291.18

2024-04-01 11:52:00,259.8

2024-04-01 11:53:00,133.85

2024-04-01 11:54:00,190.88

2024-04-01 11:55:00,378.35

2024-04-01 11:56:00,268.31

2024-04-01 11:57:00,113.06

2024-04-01 11:58:00,194.13

2024-04-01 11:59:00,185.17

2024-04-01 12:00:00,141.8

2024-04-01 12:01:00,232.87

2024-04-01 12:02:00,387.59

2024-04-01 12:03:00,216.87

2024-04-01 12:04:00,233.44

2024-04-01 12:05:00,318.43

2024-04-01 12:06:00,378.93

2024-04-01 12:07:00,116.68

2024-04-01 12:08:00,356.48

2024-04-01 12:09:00,280.04

2024-04-01 12:10:00,134.26

2024-04-01 12:11:00,307.66

2024-04-01 12:12:00,180.48

2024-04-01 12:13:00,135.68

2024-04-01 12:14:00,231.6

2024-04-01 12:15:00,317.5

2024-04-01 12:16:00,280.26

2024-04-01 12:17:00,196.08

2024-04-01 12:18:00,164.91

2024-04-01 12:19:00,270.19

2024-04-01 12:20:00,167.98

2024-04-01 12:21:00,175.7

2024-04-01 12:22:00,329.46

2024-04-01 12:23:00,129.07

2024-04-01 12:24:00,341.97

2024-04-01 12:25:00,122.97

2024-04-01 12:26:00,174.88

2024-04-01 12:27:00,195.6

2024-04-01 12:28:00,163.28

2024-04-01 12:29:00,110.11

2024-04-01 12:30:00,143.76

2024-04-01 12:31:00,203.66

2024-04-01 12:32:00,164.95

2024-04-01 12:33:00,193.26

2024-04-01 12:34:00,126.76

2024-04-01 12:35:00,125.47

2024-04-01 12:36:00,356.26

2024-04-01 12:37:00,383.45

2024-04-01 12:38:00,341.11

2024-04-01 12:39:00,365.77

2024-04-01 12:40:00,352.4

2024-04-01 12:41:00,346.24

2024-04-01 12:42:00,361.31

2024-04-01 12:43:00,199.11

2024-04-01 12:44:00,370.09

2024-04-01 12:45:00,369.01

2024-04-01 12:46:00,332.17

2024-04-01 12:47:00,131.03

2024-04-01 12:48:00,182.41

2024-04-01 12:49:00,301.08

2024-04-01 12:50:00,168.74

2024-04-01 12:51:00,239.04

2024-04-01 12:52:00,398.82

2024-04-01 12:53:00,298.98

2024-04-01 12:54:00,231.24

